Title,segmento,email,Phone number,Website,Address,draft_asunto,draft_email,wa_mensaje,wa_link,estado,_origen
Moschella Construcciones,SIN_WEB,,03541 54-2317,,"Carlos Pellegrini 313, X5152 Villa Carlos Paz, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Moschella Construcciones en Google pero no encontré una web propia. Hoy quien te busca en Villa Carlos Paz elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Moschella Construcciones, sin compromiso. ¿Te sirve?",https://wa.me/5493541542317,pendiente,constructora-cosquin-cordoba.csv
Busleiman Herrería y Construcción,WEB_PROPIA,info@estructurasbusleiman.com.ar,0351 786-6508,https://estructurasbusleiman.com.ar/,"De las Fabricas Mzna B, Lote 2A, X5014 Córdoba",Una idea para la web de Busleiman Herrería y Construcción,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Busleiman Herrería y Construcción y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
AUE Constructora,WEB_PROPIA,,03541 67-4554,https://www.aueconstructora.com.ar/,"Los Girasoles, Los Alamos y, X5152 Villa Santa Cruz del Lago, Córdoba",Una idea para la web de AUE Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de AUE Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Ingenieria & Diseño Socbe S.A. Empresa constructora,SIN_WEB,,0351 481-8892,,"Gdor. Roque Ferreyra 1986, X5009 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Ingenieria & Diseño Socbe S.A. Empresa constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Ingenieria & Diseño Socbe S.A. Empresa constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493514818892,pendiente,constructora-cosquin-cordoba.csv
Piscinas PSI - Empresa Constructora - Zona influencia Mendiolaza (No local comercial),WEB_PROPIA,psi-cordoba@outlook.com,0351 15-243-1220,http://www.piscinaspsi.com/,"Córdoba AR, Av. Martín Tissera 1500, X5001 Mendiolaza, Córdoba",Una idea para la web de Piscinas PSI,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Piscinas PSI y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
CT&A Constructora,WEB_PROPIA,ctyaconstructoracomercial@gmail.com,0351 814-4543,https://www.ctyaconstructora.com.ar/,"POLO 52, X5000 Córdoba",Una idea para la web de CT&A Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de CT&A Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Martinez Lumello Construcciones S.A.,WEB_PROPIA,,0351 455-2121,http://www.martinezlumello.com/,"Agustín Garzón 1906, X5000AZB Córdoba",Una idea para la web de Martinez Lumello Construcciones S.A.,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Martinez Lumello Construcciones S.A. y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Nexa Constructora Desarrollista,WEB_PROPIA,,,https://nexaconstructora.com.ar/,"Pje. San Ignacio 104, X5000 Córdoba",Una idea para la web de Nexa Constructora Desarrollista,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Nexa Constructora Desarrollista y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
CONSTRUCCIONES GARCÍA S.R.L.,SIN_WEB,,0351 490-2099,,"Ing Hugo Druetta 62, X5101 Col. Tirolesa, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a CONSTRUCCIONES GARCÍA S.R.L. en Google pero no encontré una web propia. Hoy quien te busca en Col. Tirolesa elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de CONSTRUCCIONES GARCÍA S.R.L., sin compromiso. ¿Te sirve?",https://wa.me/5493514902099,pendiente,constructora-cosquin-cordoba.csv
Coemsa Constructora Steel Framing,WEB_PROPIA,info@coemsa.com.ar,0351 506-2580,http://www.coemsa.com.ar/,"Gabriel Miró 4313, X5019 Córdoba",Una idea para la web de Coemsa Constructora Steel Framing,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Coemsa Constructora Steel Framing y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Constructora La Casa Mía,WEB_PROPIA,info@lacasamia.com.ar,0351 321-8687,http://www.lacasamia.com.ar/,"Pje. Usandivaras 259, X5004AEO X5004AEO, Córdoba",Una idea para la web de Constructora La Casa Mía,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Constructora La Casa Mía y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Constructora Lw,SIN_WEB,,0351 15-386-9313,,"Luis Colombo, X5101 Villa San Nicolas, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Lw en Google pero no encontré una web propia. Hoy quien te busca en Villa San Nicolas elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Lw, sin compromiso. ¿Te sirve?",https://wa.me/5493513869313,pendiente,constructora-cosquin-cordoba.csv
Binder Constructora,WEB_PROPIA,,0351 481-0247,http://binder.com.ar/index.php/contacto/,"Av. Fernando Fader 4281 1º, X5000 Córdoba",Una idea para la web de Binder Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Binder Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
M100 Emprendimientos Inmobiliarios,WEB_PROPIA,xuumtoken@m100emprendimientos.com.ar,02254 15-44-4114,https://m100emprendimientos.com.ar/,"De las Nayades 1953, B7167 Pinamar, Provincia de Buenos Aires",Una idea para la web de M100 Emprendimientos Inmobiliarios,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de M100 Emprendimientos Inmobiliarios y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Edifica Constructora/Inmobiliaria,WEB_PROPIA,luisaamaya@edificaconstructorainmobiliaria.com,0351 335-5494,https://edificaconstructorainmobiliaria.com/,"Gdor. Jose Esteban Bustos 1182, X5000 Córdoba",Una idea para la web de Edifica Constructora/Inmobiliaria,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Edifica Constructora/Inmobiliaria y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
"BM& Asociados, Arquitectura y Maestros Mayores de Obras",SOLO_REDES,,03472 43-6486,https://instagram.com/maciel_brian_m.m.o?igshid=MzRlODBiNWFlZA==,"Torricelli 99, X5152 Villa Carlos Paz, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi tu Instagram de BM& Asociados, Arquitectura y Maestros Mayores de Obras, se ve el laburo. El tema es que una red social no aparece en Google ni es 100% tuya — una web propia sí, y convierte mejor a quien te busca en Villa Carlos Paz. ¿Te muestro cómo quedaría la de BM& Asociados, Arquitectura y Maestros Mayores de Obras? Sin compromiso.",https://wa.me/5493472436486,pendiente,constructora-cosquin-cordoba.csv
GUT Constructora Inmobiliaria,WEB_PROPIA,info@gutconstructora.com.ar,0351 802-6970,https://gutconstructora.com.ar/,"Av. Rafael Núñez 4684, X5009CGN Córdoba",Una idea para la web de GUT Constructora Inmobiliaria,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de GUT Constructora Inmobiliaria y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Constructora Sure,SIN_WEB,,,,"Agustín Paolucci, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Sure en Google pero no encontré una web propia. Hoy quien te busca en Agustín Paolucci elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Sure, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
Fit Constructora,WEB_PROPIA,info@fitconstructora.com.ar,0351 15-809-8390,http://fitconstructora.com.ar/,"Av. Rafael Núñez 4684, X5009CGN Córdoba",Una idea para la web de Fit Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Fit Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Item Construcciones Sa,WEB_PROPIA,itemsa@itemsa.com.ar,0351 480-4844,http://www.item.com.ar/,"Dr. Pedro Chutro 952, X5004 Córdoba",Una idea para la web de Item Construcciones Sa,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Item Construcciones Sa y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
CONSTANTINO V - CONSTRUCTORA OLMEDO E HIJOS,WEB_PROPIA,,0351 310-6704,https://nexolmedo2.mitiendanube.com/,"Av. Uruguay 454, X5152 Villa Carlos Paz, Córdoba",Una idea para la web de CONSTANTINO V,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de CONSTANTINO V y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
GreenLife Constructora SAS,WEB_PROPIA,,03547 45-2579,https://greenlifeconstructora.com/,"Av. Colón 4701, X5000 Córdoba",Una idea para la web de GreenLife Constructora SAS,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de GreenLife Constructora SAS y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Smarts Homes Constructora,WEB_PROPIA,,0351 676-7676,http://www.smartshomes.com.ar/,"Méjico 1539, X5000 Córdoba",Una idea para la web de Smarts Homes Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Smarts Homes Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Alfa - Constructora,SIN_WEB,,03548 59-5626,,"Bv La Ca ada 500, Villa Giardino, CORDOBA",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Alfa en Google pero no encontré una web propia. Hoy quien te busca en Villa Giardino elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Alfa, sin compromiso. ¿Te sirve?",https://wa.me/5493548595626,pendiente,constructora-cosquin-cordoba.csv
Grupo Crear Constructora,SOLO_REDES,,03543 64-1483,https://www.instagram.com/grupocrear.constructora?igsh=MWczaWwyNjFyeWk4Mw==,"Publica S/N, X5115 La Granja, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi tu Instagram de Grupo Crear Constructora, se ve el laburo. El tema es que una red social no aparece en Google ni es 100% tuya — una web propia sí, y convierte mejor a quien te busca en La Granja. ¿Te muestro cómo quedaría la de Grupo Crear Constructora? Sin compromiso.",https://wa.me/5493543641483,pendiente,constructora-cosquin-cordoba.csv
VC Inmobiliaria - Constructora & Consultora,WEB_PROPIA,info@inmobiliariavc.com.ar,03541 21-0971,https://inmobiliariavc.com.ar/,"Paseo Quatro, José Hernández 110 Local 2, X5152 Villa Carlos Paz, Córdoba",Una idea para la web de VC Inmobiliaria,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de VC Inmobiliaria y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Empresa Constructora Base SRL,WEB_PROPIA,info@empresaconstructorabase.com,0351 464-4462,https://www.empresaconstructorabase.com/,"De la Industria 797, X5000AYA Córdoba",Una idea para la web de Empresa Constructora Base SRL,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Empresa Constructora Base SRL y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Del Puerto Constructora,SIN_WEB,,0351 753-9279,,"Copina 1336 Oficina 4, X5014 EKB, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Del Puerto Constructora en Google pero no encontré una web propia. Hoy quien te busca en Oficina 4 elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Del Puerto Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493517539279,pendiente,constructora-cosquin-cordoba.csv
Bilt constructora,SIN_WEB,,0351 331-7014,,"Tristán Malbrán 4246 oficina 2, X5009 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Bilt constructora en Google pero no encontré una web propia. Hoy quien te busca en oficina 2 elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Bilt constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493513317014,pendiente,constructora-cosquin-cordoba.csv
Meta Steel constructora desarrollista,SIN_WEB,,0351 201-1707,,"Ituzaingó 270, X5006 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Meta Steel constructora desarrollista en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Meta Steel constructora desarrollista, sin compromiso. ¿Te sirve?",https://wa.me/5493512011707,pendiente,constructora-cosquin-cordoba.csv
Montalvo Constructora,SIN_WEB,,0351 549-4725,,X5006 Córdoba,,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Montalvo Constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Montalvo Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493515494725,pendiente,constructora-cosquin-cordoba.csv
Empresa Constructora Delta S.A.,WEB_PROPIA,,,https://www.empresadelta.com.ar/,"Av. Duarte Quirós 1400 Local 225, X5000AMB X5000AMB, Córdoba",Una idea para la web de Empresa Constructora Delta S.A.,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Empresa Constructora Delta S.A. y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Constructora Rizoma,SIN_WEB,,0351 399-3236,,"José Manuel Saravia 354, X5012 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Rizoma en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Rizoma, sin compromiso. ¿Te sirve?",https://wa.me/5493513993236,pendiente,constructora-cosquin-cordoba.csv
Constructora Thor SRL,SIN_WEB,,0351 679-9888,,"Isabel la Católica 850, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora Thor SRL en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora Thor SRL, sin compromiso. ¿Te sirve?",https://wa.me/5493516799888,pendiente,constructora-cosquin-cordoba.csv
Killa Desarrollos / Constructora Desarrollista,SOLO_REDES,,0351 15-212-8166,https://www.instagram.com/killadesarrollista.cba/,"Tucumán 690, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi tu Instagram de Killa Desarrollos / Constructora Desarrollista, se ve el laburo. El tema es que una red social no aparece en Google ni es 100% tuya — una web propia sí, y convierte mejor a quien te busca en Córdoba. ¿Te muestro cómo quedaría la de Killa Desarrollos / Constructora Desarrollista? Sin compromiso.",https://wa.me/5493512128166,pendiente,constructora-cosquin-cordoba.csv
Britos Constructora,WEB_PROPIA,,0351 480-1759,http://www.britossa.com.ar/,"Igualdad, X5000 Córdoba",Una idea para la web de Britos Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Britos Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
BZ Arq - CONSTRUCTORA,SIN_WEB,,0351 657-1425,,"Soldado Ruiz 1655, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a BZ Arq en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de BZ Arq, sin compromiso. ¿Te sirve?",https://wa.me/5493516571425,pendiente,constructora-cosquin-cordoba.csv
Constructora del Lazio,SIN_WEB,,0810-777-4329,,"Colectora 2712-3872, X5006KNB Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Constructora del Lazio en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Constructora del Lazio, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
Dyasa Empresa Constructora,SIN_WEB,,0351 481-3372,,"Cerro de Las Rosas, Av. Fernando Fader 4244 Oficina 2 Piso 1, X5009 ABW, Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Dyasa Empresa Constructora en Google pero no encontré una web propia. Hoy quien te busca en Oficina 2 Piso 1 elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Dyasa Empresa Constructora, sin compromiso. ¿Te sirve?",https://wa.me/5493514813372,pendiente,constructora-cosquin-cordoba.csv
Gauros Viviendas,WEB_PROPIA,,0351 360-0347,https://gaurosviviendas.com.ar/,"De los Latinos 7120, Córdoba",Una idea para la web de Gauros Viviendas,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Gauros Viviendas y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Marassa Construcciones,WEB_PROPIA,info@marassaconstrucciones.com.ar,0351 15-391-6285,https://marassaconstrucciones.com.ar/,"Humberto Primo 630 - Capitalinas, X5000 Córdoba",Una idea para la web de Marassa Construcciones,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Marassa Construcciones y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Opm Constructora,SIN_WEB,,,,"Rancagua, X5000 Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Opm Constructora en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Opm Constructora, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
Desarrollista / Constructora del interior,SIN_WEB,,,,"Obispo Trejo 650, X5000IYN Córdoba",,,"Hola! Soy Jano Maciel | Clyra Studio de Clyra Studio 👋 Vi a Desarrollista / Constructora del interior en Google pero no encontré una web propia. Hoy quien te busca en Córdoba elige a las que aparecen primero con web y obras. Te puedo mostrar en 2 minutos una idea de cómo se vería la de Desarrollista / Constructora del interior, sin compromiso. ¿Te sirve?",,pendiente,constructora-cosquin-cordoba.csv
Sapyc S.R.L.,WEB_PROPIA,sapyc@sapyc.com,0351 494-0869,http://www.sapyc.com/,"Av. Circunvalación SO 450 (E/salida 12 y 13B) B°, Alejandro Carbó, X5016 AQR, Córdoba",Una idea para la web de Sapyc S.R.L.,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Sapyc S.R.L. y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
GRIF SA Constructora,WEB_PROPIA,,,http://www.grif.com.ar/,"Obispo Trejo 648 2 A, X5000 Córdoba",Una idea para la web de GRIF SA Constructora,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de GRIF SA Constructora y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
Pucheta Construcciones,WEB_PROPIA,empresa@puchetaconstrucciones.com.ar,0351 424-3347,https://puchetaconstrucciones.com.ar/,"Ibarbalz, Av. J. M. de Pueyrredón 979, X5004FAE Córdoba",Una idea para la web de Pucheta Construcciones,"Hola, ¿cómo estás? Soy Jano Maciel | Clyra Studio, de Clyra Studio.

Entré a la web de Pucheta Construcciones y se nota que ya invirtieron en presencia. Tengo un par de ideas concretas para que rinda más en consultas (velocidad, claridad de la oferta y captación de leads).

¿Te interesa que te las pase en un mensaje corto, sin compromiso?

Saludos,
Jano Maciel | Clyra Studio
Clyra Studio — Desarrollo web
janomaciel1@gmail.com",,,pendiente,constructora-cosquin-cordoba.csv
